ScientificName,ScientificNamePopID,Family,CommonName,SerenaOrSarah,TeleostOrElasmo,MROriginLocation,RawMetabolicRate,MRRawDataOrMean,SampleSize,RawMetabolicRateUnits,RawMetabolicRateCitation,BodyMass,MassRawDataOrMean,BodyMassUnits,Temperature,TemperatureUnits,FactorialAerobicScope,binTemp
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",187.2214267,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",5.46,Raw,kg,28,ËšC,2.96907008,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",120.5218507,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",5.69,Raw,kg,28,ËšC,1.590573134,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",171.2532268,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",7.76,Raw,kg,28,ËšC,2.115737411,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",186.3984441,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",3.31,Raw,kg,28,ËšC,1.813471726,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",118.6887618,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",4.22,Raw,kg,28,ËšC,1.683527789,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",231.1794021,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",3.98,Raw,kg,28,ËšC,2.706161318,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",110.7133332,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",2.56,Raw,kg,28,ËšC,1.589912781,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",91.7662866,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",6.81,Raw,kg,28,ËšC,1.430702843,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",91.7662866,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",6.81,Raw,kg,28,ËšC,1.430702843,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",163.0917505,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",6.84,Raw,kg,28,ËšC,2.034135032,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",90.8597957,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",7.3,Raw,kg,32,ËšC,1.430484777,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",255.5815952,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",2.66,Raw,kg,32,ËšC,2.78662085,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",122.6875439,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",5.09,Raw,kg,32,ËšC,1.735796579,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",136.5883098,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",5.46,Raw,kg,32,ËšC,1.701199202,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",302.6681092,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",5.69,Raw,kg,32,ËšC,2.498712821,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",58.0218925,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",7.76,Raw,kg,32,ËšC,1.182836287,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",199.3023817,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",3.31,Raw,kg,32,ËšC,1.725988238,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",167.1618294,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",4.22,Raw,kg,32,ËšC,2.044416732,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",95.0010263,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",3.98,Raw,kg,32,ËšC,1.389843625,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",214.8038192,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",6.81,Raw,kg,32,ËšC,2.456361362,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",70.558691,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",6.84,Raw,kg,32,ËšC,1.313116519,NA
Carcharhinus plumbeus,Carcharhinus plumbeus,Carcharhinidae,Sandbar shark,Sarah,Elasmo,"mid-Atlantic estuaries, eastern shore of Virginia",266.017841,Raw,1,mg O2 kg^-1 h^-1,"Crear, D. P., Brill, R. W., Bushnell, P. G., Latour, R. J., Schwieterman, G. D., Steffen, R. M., & Weng, K. C. (2019). The impacts of warming and hypoxia on the performance of an obligate ram ventilator.ÊConservation physiology,Ê7(1), coz026.",2.6,Raw,kg,32,ËšC,2.553669906,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,136.42029,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",88.5,Raw,g,20.6,ËšC,3.107211941,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,167.85225,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",83,Raw,g,20.6,ËšC,3.089592326,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,184.90541,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",83.5,Raw,g,20.6,ËšC,3.485134452,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,133.53577,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",73,Raw,g,20.6,ËšC,2.884920903,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,165.3235,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",74,Raw,g,20.6,ËšC,2.847881609,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,126.6084,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",85.5,Raw,g,20.6,ËšC,2.22313248,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,156.68771,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",79.5,Raw,g,20.6,ËšC,4.074581421,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,161.97023,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",56.5,Raw,g,20.6,ËšC,4.179641958,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,154.04283,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",92.5,Raw,g,20.6,ËšC,3.298214739,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,108.05115,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",91.5,Raw,g,20.6,ËšC,2.228149152,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,112.75473,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",98.5,Raw,g,20.6,ËšC,2.413936275,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,155.17413,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",83,Raw,g,20.6,ËšC,3.531146365,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,147.8135,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",86.5,Raw,g,20.6,ËšC,2.893430601,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,169.23717,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",75.5,Raw,g,20.6,ËšC,6.510308558,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,171.61822,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",83,Raw,g,20.6,ËšC,2.745120131,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,273.99821,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",84.5,Raw,g,20.6,ËšC,5.782503915,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,223.77918,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",74.5,Raw,g,23.6,ËšC,4.889726932,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,265.04737,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",66.5,Raw,g,23.6,ËšC,4.262819017,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,249.53283,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",65.5,Raw,g,23.6,ËšC,4.626025743,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,162.75885,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",63.5,Raw,g,23.6,ËšC,2.683111835,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,261.09251,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",69.5,Raw,g,23.6,ËšC,5.245579942,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,273.93733,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",54.5,Raw,g,23.6,ËšC,4.503811395,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,240.0162,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",84,Raw,g,23.6,ËšC,2.832271451,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,177.26498,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",53.2,Raw,g,23.6,ËšC,2.897200643,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,208.92633,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",62.4,Raw,g,23.6,ËšC,3.40799323,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,296.19037,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",56.5,Raw,g,23.6,ËšC,5.443324543,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,190.08775,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",79.5,Raw,g,23.6,ËšC,3.450776634,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,116.83376,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",116,Raw,g,17.6,ËšC,3.773420082,NA
Heterodontus portusjacksoni,Heterodontus portusjacksoni NSW,Heterodontidae,Portjackson shark,Sarah,Elasmo,Jervis bay NSW,140.63379,Raw,1,mg O2 kg^-1 h^-1,"Gervais, C. R., & Brown, C. (2021). Impact of conspecific necromones on the oxygen uptake rates of a benthic elasmobranch.ÊAnimal Behaviour,Ê174, 1-8.",105.5,Raw,g,17.6,ËšC,3.527284248,NA
